006.Export Value per Exporter: Mean,011.Export Value per Entrant: Mean,016.Export Value per Exiter: Mean,021.Export Value per Surviving Entrant: Mean,026.Export Value per Incumbent: Mean,031.Growth of Incumbents: Mean,036.Growth of Surviving Entrants: Mean,045.Number of HS6 Products per Exporter: Mean,048.Number of Destinations per Exporter: Mean,051.Number of Exporters per HS6 Product: Mean,054.Number of Exporters per Destination: Mean,057.Destination Entry Rate of Incumbents: Mean,060.Destination Entry Rate of Surviving Entrants: Mean,063.Share of New Destinations in TEV of Incumbents: Mean,066.Share of New Destinations in TEV of Surviving Entrants: Mean,069.Destination Exit Rate of Incumbents: Mean,072.Destination Survival Rate of 2-year Incumbents: Mean,081.Product Entry Rate of Incumbents: Mean,084.Product Entry Rate of Surviving Entrants: Mean,087.Share of New Products in TEV of Incumbents: Mean,090.Share of New Products in TEV of Surviving Entrants: Mean,093.Product Exit Rate of Incumbents: Mean,096.Product Survival Rate of 2-year Incumbents: Mean,001.Number of Exporters,002.Number of Entrants,003.Number of Exiters,004.Number of Surviving Entrants,005.Number of Incumbents,041.Herfindahl-Hirschman Index,075.Firm Entry Rate,076.Firm Exit Rate,077.Entrant 1st Year Survival Rate,078.Share of Entrants in TEV (Total Export Value),079.Entrant 2nd Year Survival Rate,080.Entrant 3rd Year Survival Rate,Country Name,Industry Name,Year
1031314.125,75741.09375,243455.5,193157.5313,2256407.75,-0.857563376,0.376161098,1.865168571,1.6179775,2.305555582,3.272727251,0.207425207,0.107142858,0.172204331,0.142133713,0.264687359,0.166666672,0.46175763,0.678571403,0.424791127,0.699053884,0.479742467,0.383333325,89,50,62,17,39,0.73041141,0.561797738,0.613861382,0.340000004,0.041259177,0.140000001,0.119999997,Morocco,271:Manufacture of basic iron and steel,2009 [YR2009]
1008628,39061.98438,39817.94141,4713.196289,2640336.75,0.411409616,0.579067886,1.736363649,1.463636398,2.220930338,3.577777863,0.330831766,0.235294119,0.28612718,0.235294119,0.300203264,0.287037045,0.499067426,0.566666663,0.471338779,0.517418981,0.49614343,0.349702388,110,69,48,14,41,0.766396999,0.627272725,0.539325833,0.202898547,0.02429292,0.057971016,0.028985508,Morocco,271:Manufacture of basic iron and steel,2010 [YR2010]
1768243.75,687620.5,81486,2810277.25,3524256.5,0.345279694,-0.049743842,2.295238018,1.657142878,2.677777767,3.551020384,0.274114579,0.107142858,0.231914535,0.074751586,0.286217958,0.367521375,0.41259104,0.261904776,0.366597414,0.255676806,0.384852946,0.267336845,105,65,70,15,40,0.540777743,0.619047642,0.636363626,0.230769232,0.240730286,0.169230774,..,Morocco,271:Manufacture of basic iron and steel,2011 [YR2011]
1449832,43826.65234,42275.45313,43777.40625,3967562.5,0.004239742,-0.058298934,2.191666603,1.608333349,2.711340189,4.195652008,0.299309373,0.300000012,0.252788097,0.201356307,0.223207369,0.359649122,0.461646378,0.507407427,0.40456146,0.504760623,0.446918339,0.312229455,120,77,62,22,43,0.591998875,0.641666651,0.590476215,0.285714298,0.019396801,..,..,Morocco,271:Manufacture of basic iron and steel,2012 [YR2012]
836236.3125,45835.72656,41214.05078,..,2078294.375,-0.369709373,..,1.875,1.465277791,2.934782505,4.688889027,0.248856977,0.272727281,0.214234188,0.24722147,0.328814924,..,0.378713161,0.5,0.38703686,0.514994502,0.481887758,..,144,88,64,..,56,0.615051627,0.611111104,0.533333361,..,0.033496182,..,..,Morocco,271:Manufacture of basic iron and steel,2013 [YR2013]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Morocco,271:Manufacture of basic iron and steel,2014 [YR2014]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Morocco,291:Manufacture of general purpose machinery,1997 [YR1997]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Morocco,291:Manufacture of general purpose machinery,1998 [YR1998]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Morocco,291:Manufacture of general purpose machinery,1999 [YR1999]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Morocco,291:Manufacture of general purpose machinery,2000 [YR2000]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Morocco,291:Manufacture of general purpose machinery,2001 [YR2001]
41139.59375,..,..,..,..,..,..,1.706349254,1.309523821,4.886363506,7.173913002,..,..,..,..,..,..,..,..,..,..,..,..,252,..,..,..,..,0.085027918,..,..,..,..,..,..,Morocco,291:Manufacture of general purpose machinery,2002 [YR2002]
59738.07422,18254.57617,14521.52246,4121.90918,120823.6641,0.323627174,0.129286736,1.964444399,1.333333373,4.911110878,6.666666508,0.350732595,..,0.329961121,..,0.34887293,0.303030312,0.482513517,..,0.448364317,..,0.511895239,0.258709013,225,134,161,23,91,0.080107689,0.595555544,0.638888896,0.171641797,0.181988046,0.044776119,0.029850746,Morocco,291:Manufacture of general purpose machinery,2003 [YR2003]
73492.91406,15056.58496,28267.81836,39348.36719,213202.75,-0.12664023,-0.015687298,1.877966046,1.254237294,5.770833492,7.115384579,0.328325123,0.347826093,0.315783352,0.356737643,0.350574702,0.361111104,0.514474869,0.637681186,0.505203247,0.66616267,0.488305688,0.326750696,295,208,138,37,87,0.14372687,0.705084741,0.613333344,0.177884609,0.144451603,0.07692308,0.0625,Morocco,291:Manufacture of general purpose machinery,2004 [YR2004]
86596.1875,25339.32031,9674.513672,36199.90234,215768.2813,0.232658818,-0.058790457,2.094405651,1.3391608,6.112245083,7.226415157,0.318719804,0.315315306,0.279245704,0.311650276,0.295005172,0.40476191,0.44657737,0.490690678,0.383600354,0.399521291,0.434798062,0.255419791,286,194,203,37,92,0.098651066,0.67832166,0.688135564,0.190721646,0.198486909,0.113402061,0.067010306,Morocco,291:Manufacture of general purpose machinery,2005 [YR2005]
163608.0313,133370.5625,20629.41797,448844.5625,220030.5,-0.155268312,-0.181930453,1.942445993,1.377697825,5.806451797,7.365384579,0.354712814,0.433075935,0.323495597,0.41659838,0.306872845,0.369841278,0.446301609,0.526195407,0.367143303,0.451174259,0.451771408,0.277058572,278,181,189,49,97,0.225592434,0.651079118,0.66083914,0.270718247,0.530748963,0.121546961,0.071823202,Morocco,291:Manufacture of general purpose machinery,2006 [YR2006]
127090.2188,37466.72266,23269.52344,71713.5625,282032.5313,-0.180985153,0.161689669,2.099378824,1.322981358,6.563107014,8.037735939,0.35642013,0.368707478,0.337136686,0.367567629,0.376836151,0.364351839,0.52471596,0.649095476,0.473103464,0.631474257,0.513623774,0.455272734,322,204,160,49,118,0.083688922,0.633540392,0.575539589,0.240196079,0.186770305,0.078431375,0.034313727,Morocco,291:Manufacture of general purpose machinery,2007 [YR2007]
113262.3438,48578.03906,31015.72852,95774.58594,241013.8281,0.190671444,-0.321202308,2.235294104,1.319327712,7.125,7.721311569,0.289265871,0.231292516,0.240770161,0.192603365,0.274015158,0.385858595,0.470409632,0.562657952,0.425152987,0.534165859,0.467098087,0.171807826,357,237,202,67,120,0.055089399,0.663865566,0.627329171,0.282700419,0.284730881,0.130801693,0.067510545,Morocco,291:Manufacture of general purpose machinery,2008 [YR2008]
97323.21875,25319.125,38194.71484,48619.23828,213596.5,-0.36330685,0.432780534,2.107648611,1.271954656,7.366336823,7.877192974,0.303835988,0.360199004,0.298691243,0.361783504,0.340070546,0.394230783,0.452034712,0.542951882,0.425197631,0.531438589,0.477506191,0.25352332,353,218,222,52,135,0.064061873,0.617563725,0.621848762,0.238532111,0.160662323,0.091743119,0.064220183,Morocco,291:Manufacture of general purpose machinery,2009 [YR2009]
109400.2578,37999.76563,26685.04297,86682.82813,244139.8906,0.550518513,-0.510176182,2.340782166,1.287709475,7.415929317,7.683333397,0.362864822,0.477564096,0.33389762,0.46092838,0.348147094,0.523809552,0.555543661,0.710114241,0.493371993,0.661226988,0.515328169,0.242757931,358,234,229,48,124,0.042717095,0.65363127,0.648725212,0.205128208,0.227036357,0.081196584,0.051282052,Morocco,291:Manufacture of general purpose machinery,2010 [YR2010]
105187.7578,67631.19531,32714.67773,168141.2813,184335.8906,-0.410517901,0.514137387,2.369680882,1.31117022,8.02702713,7.584615231,0.318575352,0.381944448,0.279773921,0.363691807,0.306729645,0.325925916,0.510951102,0.677570343,0.469879597,0.652978778,0.505236685,0.27667284,376,255,237,65,121,0.054504987,0.678191483,0.662011147,0.254901975,0.436047882,0.152941182,..,Morocco,291:Manufacture of general purpose machinery,2011 [YR2011]
81933.42969,28914.36719,43746.08203,46364.89844,203877.2813,0.248693734,0.150596723,2.519480467,1.305194855,10.48648643,8.867647171,0.336130947,0.298461527,0.289158106,0.266599953,0.306819737,0.395891696,0.523176014,0.584367335,0.472403169,0.592251718,0.454613745,0.377395779,462,322,236,78,140,0.032322634,0.696969688,0.627659559,0.242236018,0.245961115,..,..,Morocco,291:Manufacture of general purpose machinery,2012 [YR2012]
99192.92969,55904.96094,36547.74219,..,166313.5938,-0.090624534,..,2.687224627,1.345814943,10.42735004,9.399999619,0.338436902,0.371794879,0.316158056,0.363388985,0.333068043,..,0.547794878,0.657753348,0.48778227,0.628270268,0.508197784,..,454,276,284,..,178,0.039009769,0.607929528,0.614718616,..,0.342628032,..,..,Morocco,291:Manufacture of general purpose machinery,2013 [YR2013]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Morocco,291:Manufacture of general purpose machinery,2014 [YR2014]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Morocco,341:Manufacture of motor vehicles,1997 [YR1997]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Morocco,341:Manufacture of motor vehicles,1998 [YR1998]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Morocco,341:Manufacture of motor vehicles,1999 [YR1999]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Morocco,341:Manufacture of motor vehicles,2000 [YR2000]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Morocco,341:Manufacture of motor vehicles,2001 [YR2001]
640875.25,..,..,..,..,..,..,1.608695626,1.652173877,2.846153736,1.407407403,..,..,..,..,..,..,..,..,..,..,..,..,23,..,..,..,..,0.6778934,..,..,..,..,..,..,Morocco,341:Manufacture of motor vehicles,2002 [YR2002]
451116.5625,315936.9375,48238.23047,1381073.25,740787.25,-0.372162759,0.45331955,1.863636374,1.818181872,2.049999952,1.600000024,0.630952358,..,0.542467296,..,0.591836751,0.383333325,0.505668938,..,0.441368818,..,0.37414965,0.395833343,22,15,16,3,7,0.302644283,0.681818187,0.695652187,0.200000003,0.477507472,0.06666667,0.06666667,Morocco,341:Manufacture of motor vehicles,2003 [YR2003]
525654.9375,283688.75,49208.21094,33138.33594,940454,-0.219114304,-1.578124404,1.631578922,1.736842155,2.384615421,1.649999976,0.230769232,0,0.18981798,0,0.380952388,0.6875,0.214285716,0,0.14753069,0,0.34353742,0.666666687,19,12,15,3,7,0.175152481,0.631578922,0.681818187,0.25,0.340854526,0.083333336,0.083333336,Morocco,341:Manufacture of motor vehicles,2004 [YR2004]
252960.9844,167790.3125,394105.7813,440340.1875,459804.0313,-0.559129596,0.608294189,1.708333373,2,2.5625,1.714285731,0.428571433,0.333333343,0.363738775,0.333333343,0.291208804,0,0.255102038,0.333333343,0.263399214,0.333333343,0.303571433,0,24,17,12,6,7,0.149485454,0.708333313,0.631578922,0.352941185,0.469841152,0.235294119,0.235294119,Morocco,341:Manufacture of motor vehicles,2005 [YR2005]
744607.25,113931.4688,54262.77344,214255.1094,3015040.25,0.497960091,0.767828643,1.260869622,1.304347873,3.222222328,2.222222328,0.333333343,0.416666657,0.246969759,0.336915165,0.383333325,0.420000017,0.391666681,0.486111104,0.309164822,0.348608047,0.416666687,0.458333343,46,36,14,7,10,0.280761391,0.782608688,0.583333313,0.194444448,0.119746022,0.083333336,0.055555556,Morocco,341:Manufacture of motor vehicles,2006 [YR2006]
2014401.375,2078135.875,110094.6328,5577454,1850512.875,0.134426996,0.482720226,1.5,1.279999971,3,2.206896544,0.22857143,0.285714298,0.195659608,0.297198385,0.238095239,0.600000024,0.476190478,0.59523809,0.448347747,0.671909213,0.34523809,0.442857146,50,36,32,13,14,0.419688523,0.720000029,0.695652187,0.361111104,0.742780328,0.222222224,0.111111112,Morocco,341:Manufacture of motor vehicles,2007 [YR2007]
2029284.375,52390.10156,103998.1094,30349.4375,5174343.5,0.090738185,-0.289680541,1.421052575,1.596491218,4.050000191,2.394736767,0.431818187,0.487179488,0.332972258,0.344395578,0.322727263,0.163636371,0.378787875,0.416666657,0.28987208,0.381069988,0.38257575,0.600000024,57,35,28,7,22,0.429373592,0.61403507,0.560000002,0.200000003,0.015852563,0.028571429,0.028571429,Morocco,341:Manufacture of motor vehicles,2008 [YR2008]
2317291.25,358924.7813,381116.2813,1320910.5,6768124,-0.168142587,1.218696475,1.375,1.5,4.304347992,2.511627913,0.424561411,0.5,0.392646551,0.447361052,0.469696969,0.452380955,0.226623371,0.285714298,0.226111785,0.285714298,0.299242437,0.25,72,50,35,10,22,0.593453884,0.694444418,0.61403507,0.200000003,0.107562348,0.119999997,0.039999999,Morocco,341:Manufacture of motor vehicles,2009 [YR2009]
3073202.5,127698.5391,113027.2344,226836.5781,9258761,0.266008079,0.618999958,1.580645204,1.5,4.260869503,1.9375,0.400490195,0.349999994,0.379270583,0.32153827,0.439824551,0.430555552,0.454166681,0.551190495,0.374611169,0.458666146,0.340952396,0.537037015,62,42,52,12,20,0.579699457,0.677419364,0.722222209,0.285714298,0.02814831,0.214285716,0.119047619,Morocco,341:Manufacture of motor vehicles,2010 [YR2010]
4491626.5,335973.3125,856717.75,1342000.75,12802932,0.117003478,0.220638335,1.626666665,1.426666617,4.880000114,2.326086998,0.53733331,0.583333313,0.48014012,0.561160624,0.478823543,0.348484844,0.360000014,0.541666687,0.324270815,0.548903763,0.373809516,0.483333349,75,50,37,9,25,0.816309035,0.666666687,0.59677422,0.180000007,0.04986662,0.119999997,..,Morocco,341:Manufacture of motor vehicles,2011 [YR2011]
14927620,196127.6875,138429.875,368947.8125,38498008,0.085589372,0.256972075,1.569230795,1.399999976,4.079999924,2.394736767,0.360000014,0.296296299,0.306791216,0.241497144,0.362666667,0.447916657,0.25333333,0.277777791,0.181759968,0.241342306,0.265000015,0.611111104,65,40,50,10,25,0.524626434,0.615384638,0.666666687,0.25,0.008085278,..,..,Morocco,341:Manufacture of motor vehicles,2012 [YR2012]
24282590,123499.9766,138560.6875,..,58105316,0.43764165,..,1.850000024,1.5,5.285714149,2.571428537,0.384666681,0.383333325,0.336793512,0.357131571,0.356666654,..,0.405000001,0.25,0.353257418,0.252255321,0.287999988,..,60,35,40,..,25,0.511752546,0.583333313,0.615384638,..,0.002966803,..,..,Morocco,341:Manufacture of motor vehicles,2013 [YR2013]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Morocco,341:Manufacture of motor vehicles,2014 [YR2014]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"151:Production, processing and preservation of meat, fish, fruit, vegetables, oils and fats",1997 [YR1997]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"151:Production, processing and preservation of meat, fish, fruit, vegetables, oils and fats",1998 [YR1998]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"151:Production, processing and preservation of meat, fish, fruit, vegetables, oils and fats",1999 [YR1999]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"151:Production, processing and preservation of meat, fish, fruit, vegetables, oils and fats",2000 [YR2000]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"151:Production, processing and preservation of meat, fish, fruit, vegetables, oils and fats",2001 [YR2001]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"151:Production, processing and preservation of meat, fish, fruit, vegetables, oils and fats",2002 [YR2002]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"151:Production, processing and preservation of meat, fish, fruit, vegetables, oils and fats",2003 [YR2003]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"151:Production, processing and preservation of meat, fish, fruit, vegetables, oils and fats",2004 [YR2004]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"151:Production, processing and preservation of meat, fish, fruit, vegetables, oils and fats",2005 [YR2005]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"151:Production, processing and preservation of meat, fish, fruit, vegetables, oils and fats",2006 [YR2006]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"151:Production, processing and preservation of meat, fish, fruit, vegetables, oils and fats",2007 [YR2007]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"151:Production, processing and preservation of meat, fish, fruit, vegetables, oils and fats",2008 [YR2008]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"151:Production, processing and preservation of meat, fish, fruit, vegetables, oils and fats",2009 [YR2009]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"151:Production, processing and preservation of meat, fish, fruit, vegetables, oils and fats",2010 [YR2010]
420842.4375,..,..,..,..,..,..,1.508474588,2.355932236,26.70000076,16.68000031,..,..,..,..,..,..,..,..,..,..,..,..,177,..,..,..,..,0.040762883,..,..,..,..,..,..,Myanmar,"151:Production, processing and preservation of meat, fish, fruit, vegetables, oils and fats",2011 [YR2011]
564925.75,316014.625,193265.5781,577129.8125,769032.8125,0.165845573,0.452763736,1.648351669,2.401098967,15,12.48571396,0.350023806,..,0.269625813,..,0.34619987,0.340277791,0.220333338,..,0.130742267,..,0.162,0.406666666,182,82,77,34,100,0.045588158,0.450549453,0.435028255,0.414634138,0.252033532,..,..,Myanmar,"151:Production, processing and preservation of meat, fish, fruit, vegetables, oils and fats",2012 [YR2012]
368921.9688,216427.4531,199406.0625,..,496820.5938,-0.506729364,..,1.491228104,2.187134504,11.590909,13.35714245,0.317588329,0.406593412,0.251354069,0.338968337,0.378759176,..,0.224372759,0.363725483,0.168294638,0.283522844,0.266487449,..,171,78,89,..,93,0.032595795,0.456140339,0.48901099,..,0.26759398,..,..,Myanmar,"151:Production, processing and preservation of meat, fish, fruit, vegetables, oils and fats",2013 [YR2013]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"151:Production, processing and preservation of meat, fish, fruit, vegetables, oils and fats",2014 [YR2014]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,154:Manufacture of other food products,1997 [YR1997]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,154:Manufacture of other food products,1998 [YR1998]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,154:Manufacture of other food products,1999 [YR1999]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,154:Manufacture of other food products,2000 [YR2000]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,154:Manufacture of other food products,2001 [YR2001]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,154:Manufacture of other food products,2002 [YR2002]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,154:Manufacture of other food products,2003 [YR2003]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,154:Manufacture of other food products,2004 [YR2004]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,154:Manufacture of other food products,2005 [YR2005]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,154:Manufacture of other food products,2006 [YR2006]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,154:Manufacture of other food products,2007 [YR2007]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,154:Manufacture of other food products,2008 [YR2008]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,154:Manufacture of other food products,2009 [YR2009]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,154:Manufacture of other food products,2010 [YR2010]
16973.97852,..,..,..,..,..,..,1.100917459,1.027522922,20,16,..,..,..,..,..,..,..,..,..,..,..,..,109,..,..,..,..,0.231363967,..,..,..,..,..,..,Myanmar,154:Manufacture of other food products,2011 [YR2011]
40308.83203,18904.04297,1486.345337,75732.38281,81737.46094,0.312602848,-1.11438179,1.252747297,1.153846145,12.66666698,9.545454979,0.129032254,..,0.059789076,..,0.080645159,0.142857149,0.5,..,0.555135846,..,0.370967746,0.885416687,91,60,78,9,31,0.118813634,0.65934068,0.715596318,0.150000006,0.309217662,..,..,Myanmar,154:Manufacture of other food products,2012 [YR2012]
50920.76953,20676.91602,10872.23438,..,86565.3125,-0.295971096,..,1.344262242,1.344262242,6.307692528,4.099999905,0.329166681,0.366666675,0.236437231,0.290832847,0.309523821,..,0.241071433,0.222222224,0.236088097,0.219516262,0.267857134,..,61,33,63,..,28,0.115480125,0.540983617,0.692307711,..,0.219672084,..,..,Myanmar,154:Manufacture of other food products,2013 [YR2013]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,154:Manufacture of other food products,2014 [YR2014]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"171:Spinning, weaving and finishing of textiles",1997 [YR1997]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"171:Spinning, weaving and finishing of textiles",1998 [YR1998]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"171:Spinning, weaving and finishing of textiles",1999 [YR1999]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"171:Spinning, weaving and finishing of textiles",2000 [YR2000]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"171:Spinning, weaving and finishing of textiles",2001 [YR2001]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"171:Spinning, weaving and finishing of textiles",2002 [YR2002]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"171:Spinning, weaving and finishing of textiles",2003 [YR2003]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"171:Spinning, weaving and finishing of textiles",2004 [YR2004]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"171:Spinning, weaving and finishing of textiles",2005 [YR2005]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"171:Spinning, weaving and finishing of textiles",2006 [YR2006]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"171:Spinning, weaving and finishing of textiles",2007 [YR2007]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"171:Spinning, weaving and finishing of textiles",2008 [YR2008]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"171:Spinning, weaving and finishing of textiles",2009 [YR2009]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"171:Spinning, weaving and finishing of textiles",2010 [YR2010]
292396.3125,..,..,..,..,..,..,1,1,1.5,1,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,0.579212427,..,..,..,..,..,..,Myanmar,"171:Spinning, weaving and finishing of textiles",2011 [YR2011]
